使用组织	编码	名称	规格型号	描述	物料分组	物料分组编码	数据状态	禁用状态	物料属性	存货类别	基本单位	已使用	当前版本	创建人	采购类别
大成集团	ER10-0428	欧姆龙EtherCAT交换机(6口）	GX-JC06		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0429	欧姆龙SD卡	HMC-SD291		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0430	防爆照明灯	8W 24V总长340 含万能支架	链接：fu置这行话₤XPFa1i98foU₤转移至τáǒЬáǒ，【LED机床工作灯数控车床照明灯24V220V数控机床防爆灯精雕机照明灯】	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0431	LED警示灯	PT50-3T-D-J可折叠24V		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0432	浩渡科技铝鼻子双芯热电阻	pt100，线长790mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0433	USB转485接头	UT-882	USB转485接头，配合汇川伺服下载线用	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0434	欧恩三色LED灯管	ONN-X2M-B4-RYG-454，DC24V		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0436	公牛15米排插	15m		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0437	公牛10米排插	10m		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0439	POLIGU键鼠小型套件	AC-59 USB键盘+USB鼠标		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0444	海康威视机器视觉镜头	MVL-MF2528M-8MP		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0445	海康威视光源	MV-LCDS-80-80		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0446	海康威视光源控制器	MV-LEVD-24-2-SY		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0447	研华4端口视觉图像采集卡	PCIe-1674		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0448	海任E15Z超薄安全光幕	E15Z-1420-N（发光器受光器各一个，不包含控制器）NPN输出，24VDC		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0449	光源控制器	CST-APS2460B-4T，带触发控制		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0450	12mm千万分辨率镜头	MFA1-110-5M12，镜头-普通型-12mm,C型接口,兼容CCD尺寸为1"		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0451	光源	CST-2BS46238-W ，外形462*38条形光源		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0452	光源控制器	CST-APS24125B-4T，带触发控制		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0454	镭射灯	FU650C5-FBD12(十字线红光,DC24V)	富喆科技	功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-0456	欧姆龙安全光栅	F3SJ-E0705N25		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0457	万特弗脚踏开关	YDT1-15		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0458	黑爵AK33-82机械键盘	黑色82键-背光版		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		肖树园	
大成集团	ER10-0459	JDT50组合式塔灯	JDT503LCBP3		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0461	U盘	32G		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0462	正泰电流表	6L2-A 100/5A		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0463	正泰电流互感器	BH-0.0.66 100/5A    Φ30  1匝 0.5级		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0464	双头铝鼻六芯热电阻	pt100，线长700mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0465	帝特 HDMI  KVM延长器100米	KVM延长器100米（发射端）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0466	帝特 HDMI  KVM延长器100米	KVM延长器100米（发射端）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0469	奥尼电脑摄像头	C33 电脑摄像头1080P		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0470	艾瑞德温度采集模块	ARD-TP04		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0471	镭射灯	FU650GLCY-1240(十字线红光,DC24V)		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-0472	调光器	FU-MNTGQ-3.5-25V		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-0473	双头铝鼻六芯热电阻	pt100，线长850mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0474	4芯对接式航插	-		功能辅助器件	ER10	已审核	否	外购	原材料	对	否			
大成集团	ER10-0475	3芯对接式航插	-		功能辅助器件	ER10	已审核	否	外购	原材料	对	否			
大成集团	ER10-0476	正泰电流互感器	BH-0.0.66 400/5A    Φ50  0.5级		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0477	正泰电流表	42L6-A  400/5A		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0483	三相隔离变压器	DGGL11-5KVA 单相380V转单相220V		功能辅助器件	ER10	已审核	否	外购	原材料	台	否			
大成集团	ER10-0484	LED照明灯管	DC24V,5630乳白罩12株，LED硬灯条灯，带接插头		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0489	手持扫码枪	CT825W		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0500	xilinx下载器	DLC10	购买推荐款DLC10，淘宝链接：https://item.taobao.com/item.htm?spm=a1z09.2.0.0.3eba2e8dhqqzug&id=13471000193&_u=orj96pkae7a	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0501	鼠标垫	长*宽：40*20mm		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0502	TP-LINK     Web网管光纤交换机	TL-SG2414F千兆10光4电Web网管光纤交换机SFP光通讯远距离双向收发转换器VLAN端口汇聚镜像QoS机架式		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0503	BOWU SFP光模块（黄色）	SFP-GE-BX-D-W    1.25G   20KM SC DDM		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0504	BOWU SFP光模块（蓝色）	SFP-GE-BX-U-W    1.25G   20KM SC DDM		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0505	bowu hdmi光纤延长器	光端机20公里 一对（红外/键鼠延长/带环出/可一对多）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0506	bowu hdmi光纤延长器接收端	KVM光端机20公里（RX接收端）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0507	FTTH 光纤到户接头 SC快接	60MM		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0508	单模单芯光纤跳线sc	1芯  3钢丝-100米		功能辅助器件	ER10	已审核	否	外购	原材料	米	否			
大成集团	ER10-0509	TP-LINK导轨式交换机	TL-SG1005工业级 5口千兆交换机		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		肖树园	
大成集团	ER10-0510	单模单芯光纤线	1芯  3钢丝-100米		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0511	Dell有线鼠标MS116	MS116		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0512	8路控温系统	ARD-4808NT		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0515	VGA转HDMI转换器	VGA转HDMI转换器，黑色		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0519	三色LED灯管	ONN-X2M-B4-RYG-994，DC24V，共负		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0520	流量计	SFAW-32-TG12-E-PNLK-PNVBA-M12   0~10V输出	何化楠：18512193926	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0535	天得报警灯	TPSL5-L73ROG  24VAC/DC		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0536	普雅光源	FL230220-W24	陈经理：13691754720	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0537	普雅光源控制器	-	陈经理：13691754720	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0538	海康威视 镜头	MVL-MF2528-8MP	陈经理：13691754720	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0539	普雅加密狗	PYJMG01	陈经理：13691754720	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0540	魔典墙面壁挂显示器支架伸缩旋转工控一体机液晶电脑多屏拼接挂架	MD-F22A		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0554	町洋直插式地线接线端子	DP2.5-PE		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0555	直插式地线端子终端隔板	DP2.5C-YG		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0563	冠联通变压器	SGL33-15KVA，规格3相380V输入，3相160V输出，带外壳		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0564	冠联通变压器	SGL33-15KVA，规格3相380V输入，3相220V/200V双输出		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0565	朗恒HDMI延长器	IPHE-125H ，一对一		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0569	多路数据记录仪	TP9000		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-0570	数据记录仪嵌入式软件2.0			功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-0571	TP1608数据采集卡	TP1608P-AI-A		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-0572	模拟量数据采集卡	TP1708P		功能辅助器件	ER10	已审核	否	外购	原材料	Pcs	否			
大成集团	ER10-0573	热电偶线 K型	-		功能辅助器件	ER10	已审核	否	外购	原材料	米	否			
大成集团	ER10-0574	单相隔离变压器	铝线材 1φ220V/1φ110V 容量15KVA  AC220V转AC110V		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0576	朗恒HDMI延长器	发送端：IPHE-125UART/TX 一对多		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0577	朗恒HDMI延长器	接收端：IPHE-125UART/RX  一对多		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0578	光源控制器	A400-1T-220/24		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0579	条形光源	CST-2B41738-W		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0580	斯帕克固态端子台	SY211N		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0582	智能终端微型摄像头	WX2071  720P 不带灯 1.5米		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0583	HDMI转VGA转换器	HDMI转VGA转换器		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0585	上海上恒滤波器	CW1BL2-3A-L		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0587	永鹏通讯模块	YP2512		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0588	上海上恒直流滤波器	CW1BL2-3A-L		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0614	高速SATA2.0硬盘数据线	高速SATA2.0 SATA3.0数据线		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0615	SSD固态硬盘安装板	2.5英寸转3.5英寸硬盘支架		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0616	硬盘电源线	电脑主机电源4P转STAT电源线		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0617	单模单芯光纤线	1芯  3钢丝-150米		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0619	锐明摄像头-大	FD-HL03A-200W 直径：91mm,尾线：RJ45+DC	直径为91mm的小型摄像头	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0620	HDMI 一分二 2M	一进二出1080P多屏显示		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0621	迈拓维矩HDMI4进1出分割器	SW041-B		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0622	JDG接地排 A-8双层接地端子M4 16位接线铜排	A型8+8接线端子（安装孔距：70mm）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0638	三色LED灯管	欧恩照明  ONN-X2M-B4-RYG-1210，DC24V，共负		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0639	防静电手环	AS-611H		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0640	联瑞4口千兆网卡（intel i211）	PCIe DNLS2024		功能辅助器件	ER10	已审核	否	外购	原材料	张	否		王心越	
大成集团	ER10-0641	联瑞双口网卡（intel 82576）	PCIe DNLR2082		功能辅助器件	ER10	已审核	否	外购	原材料	张	否		王心越	
大成集团	ER10-0642	TP-Link单口网卡	TG-3269E		功能辅助器件	ER10	已审核	否	外购	原材料	张	否		王心越	
大成集团	ER10-0643	正泰变压器	NDK-7000   220/AC24		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0644	单芯热电阻（45*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，2000mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0645	单芯热电阻（45*4）	（具体尺寸见图纸）PT100，直插式，高绝缘型铝鼻子，3500mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0646	机械温控	TM-22 130度		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0647	冠联通科技单相变压器	DGG11-6KVA，AC220V/ AC24V		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0648	单芯热电阻	PT100，高绝缘型铝鼻子，4000mm		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0649	LED照明灯	24V高亮5730乳白罩，长1米，正白光	海翔	功能辅助器件	ER10	已审核	否	外购	原材料	支	否		刘玲	
大成集团	ER10-0654	U盘	-		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0657	TP-LINK工业交换机	TL-SF1005工业级 5口百兆		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0658	单芯热电阻	PT100，高绝缘型铝鼻子，5000mm		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0659	单芯热电阻	PT100，高绝缘型铝鼻子，5500mm		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0660	单芯热电阻	PT100，高绝缘型铝鼻子，6000mm		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0661	单芯热电阻	PT100，高绝缘型铝鼻子，1500mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0662	脉冲分配器	HSZ3T6D		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0663	单芯热电阻	PT100，高绝缘型铝鼻子，2500mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0664	5G路由器	F-NR100		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0665	正泰6-225A辅助触点	AX－3X/22（两常开-两常闭）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0666	伺服电子变压器	HPSF-7KW		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		杨智	
大成集团	ER10-0667	艾瑞德温度采集模块	ARD-4816-TPH	耐高温耐真空	功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0668	浩渡科技高绝缘单芯热电阻	三线PT100，压鼻式，高绝缘型,线长4m，单支铝壳		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0669	康耐视扫码枪	DM375 配  8mm  C口镜头一套	一套（扫码枪+  10米电源线+10米 网线+扫码枪支架 +  配 8mm  C口镜头）	功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0670	康耐视扫码枪	DM262 X		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		杨智	
大成集团	ER10-0672	施耐德负荷开关辅助触点	VZ7C		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0673	24口交换机	MINI S1224R 24口全千兆交换机		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0674	RS-232转RS-485转换器	CM261		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0675	智能电表	特PD666-3SK3H 380V 5A 直通或外接互感器 昆仑		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		杨智	
大成集团	ER10-0676	RS485以太网单口转换器	USR-N510		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0677	海康威视硬盘录像机	DS-7816N-K2/16P 4TB 16路监控		功能辅助器件	ER10	已审核	否	外购	原材料	台	否		邱康旭	
大成集团	ER10-0678	单支三线针型PT100	pt100见图纸，线长1200mm并且分组标示好（高绝缘），长度120mm，直径4mm,安装孔径间距12		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0679	绿色常亮警示灯	LTE-1101（绿色无声折叠款）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0680	6口光电千兆网卡	LRES2006PT （Intel I350 6口光电千兆网卡 PCIE X4 ）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0681	有人RS232双串口转以太网转换器	USR-N520(单RS232)	2个RS232串口	功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0682	松下对射感应器狭缝	OS-CX-1		功能辅助器件	ER10	已审核	否	委外	原材料	件	否		杨智	
大成集团	ER10-0683	欧码喷码机	ES 喷码机	主机*1,；喷头*1；打印线缆*1；电源*1；感应电眼对接头*1；报警输出对接头*1；编码器一套（含支架， 含接头）；速干墨盒*1	功能辅助器件	ER10	已审核	否	外购	原材料	套	否		王心越	
大成集团	ER10-0684	电源适配器一套（含接头）	MAT1004	30V供电	功能辅助器件	ER10	已审核	否	外购	原材料	件	否		王心越	
大成集团	ER10-0685	单支三线针型PT100(ABT)	pt100见图纸，线长1200mm并且分组标示好（高绝缘），长度120mm，直径4mm,安装孔距12mm		功能辅助器件	ER10	已审核	否	外购	原材料	根	否		邱康旭	
大成集团	ER10-0686	红外凸透镜	GLH-52-025-025-IR1 ，氟化钙双凸透镜		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0687	反射镜	MPD249-G01，R avg > 95% 从 2 - 20 µm，2英寸		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0688	反射镜	MPD129-G01 ，R avg > 95% 从 2 - 20 µm，1英寸		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0689	红外光源	IR12+IR-RMC-234，红外稳态光源+抛物面反射镜，5V，10W		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0690	红外凸透镜	GLH-52-025-050-IR1 ，氟化钙双凸透镜		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0692	探测器	B3-6C4T，Pbse探测器，峰值4.5um，探测范围1~5um（窗口SI+AR膜）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0693	单芯热电阻	PT100，压鼻式，高绝缘型，3米		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0694	单芯热电阻	PT100，压鼻式，高绝缘型，2米		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0697	浩渡科技高绝缘单芯热电阻	三线PT100，压鼻式，高绝缘型,线长6.5m		功能辅助器件	ER10	已审核	否	外购	原材料	根	否			
大成集团	ER10-0698	四信 5G智能网关	F-NG100		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0699	朗恒USB接口延长控制器	USB-2804		功能辅助器件	ER10	已审核	否	外购	原材料	套	否			
大成集团	ER10-0700	好风凭真空计保护模块	HF5504		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0703	多口多功能USB充电插座	-		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0705	光源	CST-2BS41738-W		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0707	机器人扩展IO	IRCB500-0016ETND-BD  16路NPN型输出通用IO拓展卡		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0708	机器人扩展IO	IRCB500-1600END-BD  16路输入通用IO拓展卡		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0709	荣耀平板7	荣耀平板7 10.1 Android系统  4+64GB WiFi版		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0715	伺服器6芯编码器插头	SM-6P IEEE1394	https://detail.tmall.com/item.htm?spm=a230r.1.14.6.5c4f3433CMx8jx&id=524487182726&cm_id=140105335569ed55e27b&abbucket=11&skuId=4054727405650	功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0723	大恒镜头	HN-P-2518-10M-C2/3		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0724	三色LED灯管	ONN-X2M-B4-RYG-1966,DC24V，共正		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0725	联瑞千兆双口网卡	LREC9202PT		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0726	冠联通三相隔离变压器	三相380V转单相220V隔离变压器 SGGL31-6KVA		功能辅助器件	ER10	已审核	否	外购	原材料	台	否			
大成集团	ER10-0728	科奥三相变压器	SGL33-35KVA，规格3相380V输入，3相160V输出，带外壳（负载功率20kw）		功能辅助器件	ER10	已审核	否	外购	原材料	台	否			
大成集团	ER10-0738	相机	acA640-121gm,30万像素，全局CMOS,黑白，GigE接口，含电源适配器和网线		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0739	霍克视觉光源	HVL-L400X30W，条形光源（400*27.5，白色）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0744	巴斯勒相机	acA2500-14gc，相机-彩色500万-分辨率2592*1944-卷帘曝光-1/2.5CMOS		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0745	白色面光源	CST-2KFS600450Y40-W，光源-开孔面光（600*450白色）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0746	光源延长线	GYX-5L，光源5米延长线		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0749	外置光驱刻录机	F6V97AA		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		王心越	
大成集团	ER10-0751	35mm镜头	CST-A3520-5M		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0754	白色面光源	CST-2KFS360360Y50-W(360*360白色）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0756	白色面光源	CST-2KFS500400Y50-W(500*400白色）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0757	5m普通网线	NHC- 5LK2		功能辅助器件	ER10	已审核	否	外购	原材料	个	否			
大成集团	ER10-0758	七孔按钮盒	AG-1520-七位按钮盒 200*150*100		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0759	隔离变压器	BK-2KVA (输入两相380V AC 输出：380V/220V/160V/110V)		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0760	光源	MV-LLDS-552-38		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0761	镜头	MVL-KF1628M-12MPE		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0762	相机	MV-CS200-10GMGC		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0763	单支三线针型PT100(ASC热压)	PT100见图纸，线长500mm并且分组标示好（高绝缘）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0764	IC卡读卡器	ETHICR		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0765	双口万兆网卡	X550-T2（X8接口）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0766	白色背光源	CST-HFS280280		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0767	白色背光源	CST-HFS240240-OT		功能辅助器件	ER10	已审核	否	外购	原材料	块	否		邱康旭	
大成集团	ER10-0768	真空计	英福康 PCG550/3PC1-001-0001，(RJ45接头，2.1-8.67输出)		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
大成集团	ER10-0769	大镓传感  气象模块	HAT_R4C型 RS485输出型（温度、湿度、露点）		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0770	深圳深谷电源滤波器	SGEG4-40A		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0771	摄像机	DS-IPC-T12HV3-IA（POE）		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0772	硬盘录像机	DS-7104N-F1/4P 6TB 4路监控		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0773	隔离型USB转RS485适配器	EPA_U402		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		王心越	
大成集团	ER10-0774	华视单相机视觉系统（含软硬件）		青海BYD卷绕和叠片通用	功能辅助器件	ER10	已审核	否	外购	原材料	件	否		杨智	
大成集团	ER10-0775	线盘延长线插座	3芯线*2.5㎡ 线长30M		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		刘玲	
大成集团	ER10-0776	一分六转接端子	UTD-200I/6*16		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0777	连带O型端子	RNB2-4S		功能辅助器件	ER10	已审核	否	外购	原材料	个	否		邱康旭	
大成集团	ER10-0778	展翼科刷卡机(网口接口）	ZY288D-T(冠宇定制)		功能辅助器件	ER10	已审核	否	外购	原材料	件	否		邱康旭	
